"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Quantidade produzida (Toneladas)"
"Brasil, Unidade da Federação e Município";"Ano x Produto das lavouras temporárias e permanentes"
"Cássia (MG)";"15006"
"Conceição da Barra de Minas (MG)";"750"
"Cataguases (MG)";"-"
"Catas Altas (MG)";"-"
"Catas Altas da Noruega (MG)";"-"
"Catuji (MG)";"-"
"Catuti (MG)";"-"
"Caxambu (MG)";"-"
"Cedro do Abaeté (MG)";"-"
"Central de Minas (MG)";"-"
"Centralina (MG)";"45930"
"Chácara (MG)";"-"
"Chalé (MG)";"-"
"Chapada do Norte (MG)";"-"
"Chapada Gaúcha (MG)";"63000"
"Chiador (MG)";"-"
"Cipotânea (MG)";"-"
"Claraval (MG)";"-"
"Claro dos Poções (MG)";"-"
"Cláudio (MG)";"2543"
"Coimbra (MG)";"-"
"Coluna (MG)";"-"
"Comendador Gomes (MG)";"3717"
"Comercinho (MG)";"-"
"Conceição da Aparecida (MG)";"3294"
"Conceição das Pedras (MG)";"-"
"Conceição das Alagoas (MG)";"97200"
"Conceição de Ipanema (MG)";"-"
"Conceição do Mato Dentro (MG)";"-"
"Conceição do Pará (MG)";"-"
"Conceição do Rio Verde (MG)";"15600"
"Conceição dos Ouros (MG)";"1530"
"Cônego Marinho (MG)";"-"
"Confins (MG)";"-"
"Congonhal (MG)";"-"
"Congonhas (MG)";"-"
"Congonhas do Norte (MG)";"-"
"Conquista (MG)";"45900"
"Conselheiro Lafaiete (MG)";"-"
"Conselheiro Pena (MG)";"-"
"Consolação (MG)";"-"
"Contagem (MG)";"-"
"Coqueiral (MG)";"6138"
"Coração de Jesus (MG)";"-"
"Cordisburgo (MG)";"-"
"Cordislândia (MG)";"12250"
"Corinto (MG)";"960"
"Coroaci (MG)";"-"
"Coromandel (MG)";"251250"
"Coronel Fabriciano (MG)";"-"
"Coronel Murta (MG)";"-"
"Coronel Pacheco (MG)";"-"
"Coronel Xavier Chaves (MG)";"1365"
"Córrego Danta (MG)";"1944"
"Córrego do Bom Jesus (MG)";"-"
"Córrego Fundo (MG)";"2880"
"Córrego Novo (MG)";"-"
"Couto de Magalhães de Minas (MG)";"-"
"Crisólita (MG)";"-"
"Cristais (MG)";"16470"
"Cristália (MG)";"-"
"Cristiano Otoni (MG)";"1302"
"Cristina (MG)";"-"
"Crucilândia (MG)";"-"
"Cruzeiro da Fortaleza (MG)";"12810"
"Cruzília (MG)";"4680"
"Cuparaque (MG)";"-"
"Curral de Dentro (MG)";"-"
"Curvelo (MG)";"-"
"Datas (MG)";"585"
"Delfim Moreira (MG)";"-"
"Delfinópolis (MG)";"50625"
"Delta (MG)";"1488"
"Descoberto (MG)";"-"
"Desterro de Entre Rios (MG)";"-"
"Desterro do Melo (MG)";"-"
"Diamantina (MG)";"-"
"Diogo de Vasconcelos (MG)";"-"
"Dionísio (MG)";"-"
"Divinésia (MG)";"-"
"Divino (MG)";"-"
"Divino das Laranjeiras (MG)";"-"
"Divinolândia de Minas (MG)";"-"
"Divinópolis (MG)";"-"
"Divisa Alegre (MG)";"-"
"Divisa Nova (MG)";"4320"
"Divisópolis (MG)";"-"
"Dom Bosco (MG)";"5445"
"Dom Cavati (MG)";"-"
"Dom Joaquim (MG)";"-"
"Dom Silvério (MG)";"-"
"Dom Viçoso (MG)";"-"
"Dona Euzébia (MG)";"-"
"Dores de Campos (MG)";"600"
"Dores de Guanhães (MG)";"-"
"Dores do Indaiá (MG)";"4140"
"Dores do Turvo (MG)";"-"
"Doresópolis (MG)";"-"
"Douradoquara (MG)";"3348"
"Durandé (MG)";"-"
"Elói Mendes (MG)";"9000"
"Engenheiro Caldas (MG)";"-"
"Engenheiro Navarro (MG)";"-"
"Entre Folhas (MG)";"-"
"Entre Rios de Minas (MG)";"-"
"Ervália (MG)";"-"
"Esmeraldas (MG)";"-"
"Espera Feliz (MG)";"-"
"Espinosa (MG)";"-"
"Espírito Santo do Dourado (MG)";"1239"
"Estiva (MG)";"-"
"Estrela Dalva (MG)";"-"
"Estrela do Indaiá (MG)";"4680"
"Estrela do Sul (MG)";"17280"
"Eugenópolis (MG)";"-"
"Ewbank da Câmara (MG)";"-"
"Extrema (MG)";"549"
"Fama (MG)";"366"
"Faria Lemos (MG)";"-"
"Felício dos Santos (MG)";"-"
"São Gonçalo do Rio Preto (MG)";"-"
"Felisburgo (MG)";"-"
"Felixlândia (MG)";"702"
"Fernandes Tourinho (MG)";"-"
"Ferros (MG)";"-"
"Fervedouro (MG)";"-"
"Florestal (MG)";"-"
"Formiga (MG)";"63840"
"Formoso (MG)";"136500"
"Fortaleza de Minas (MG)";"-"
"Fortuna de Minas (MG)";"-"
"Francisco Badaró (MG)";"-"
"Francisco Dumont (MG)";"-"
"Francisco Sá (MG)";"-"
"Franciscópolis (MG)";"-"
"Frei Gaspar (MG)";"-"
"Frei Inocêncio (MG)";"-"
"Frei Lagonegro (MG)";"-"
"Fronteira (MG)";"773"
"Fronteira dos Vales (MG)";"-"
"Fruta de Leite (MG)";"-"
"Frutal (MG)";"87840"
"Funilândia (MG)";"-"
"Galiléia (MG)";"-"
"Gameleiras (MG)";"-"
"Glaucilândia (MG)";"-"
"Goiabeira (MG)";"-"
"Goianá (MG)";"-"
"Gonçalves (MG)";"-"
"Gonzaga (MG)";"-"
"Gouveia (MG)";"-"
"Governador Valadares (MG)";"-"
"Grão Mogol (MG)";"-"
"Grupiara (MG)";"4500"
"Guanhães (MG)";"-"
"Guapé (MG)";"15600"
"Guaraciaba (MG)";"-"
"Guaraciama (MG)";"-"
"Guaranésia (MG)";"1260"
"Guarani (MG)";"-"
"Guarará (MG)";"-"
"Guarda-Mor (MG)";"302400"
"Guaxupé (MG)";"3150"
"Guidoval (MG)";"-"
"Guimarânia (MG)";"20460"
"Guiricema (MG)";"-"
"Gurinhatã (MG)";"10368"
"Heliodora (MG)";"390"
"Iapu (MG)";"-"
"Ibertioga (MG)";"1332"
"Ibiá (MG)";"195000"
"Ibiaí (MG)";"4554"
"Ibiracatu (MG)";"-"
"Ibiraci (MG)";"2304"
"Ibirité (MG)";"-"
"Ibitiúra de Minas (MG)";"-"
"Ibituruna (MG)";"720"
"Icaraí de Minas (MG)";"-"
"Igarapé (MG)";"-"
"Igaratinga (MG)";"-"
"Iguatama (MG)";"39006"
"Ijaci (MG)";"-"
"Ilicínea (MG)";"540"
"Imbé de Minas (MG)";"-"
"Inconfidentes (MG)";"158"
"Indaiabira (MG)";"-"
"Indianópolis (MG)";"74490"
"Ingaí (MG)";"11880"
"Inhapim (MG)";"-"
"Inhaúma (MG)";"1490"
"Inimutaba (MG)";"-"
"Ipaba (MG)";"-"
"Ipanema (MG)";"-"
"Ipatinga (MG)";"-"
"Ipiaçu (MG)";"39542"
"Ipuiúna (MG)";"-"
"Iraí de Minas (MG)";"16470"
"Itabira (MG)";"-"
"Itabirinha (MG)";"-"
"Itabirito (MG)";"-"
"Itacambira (MG)";"-"
"Itacarambi (MG)";"4675"
"Itaguara (MG)";"468"
"Itaipé (MG)";"-"
"Itajubá (MG)";"-"
"Itamarandiba (MG)";"-"
"Itamarati de Minas (MG)";"-"
"Itambacuri (MG)";"-"
"Itambé do Mato Dentro (MG)";"-"
"Itamogi (MG)";"90"
"Itamonte (MG)";"-"
"Itanhandu (MG)";"-"
"Itanhomi (MG)";"-"
"Itaobim (MG)";"-"
"Itapagipe (MG)";"4602"
"Itapecerica (MG)";"6080"
"Itapeva (MG)";"-"
"Itatiaiuçu (MG)";"-"
"Itaú de Minas (MG)";"3510"
"Itaúna (MG)";"-"
"Itaverava (MG)";"-"
"Itinga (MG)";"-"
"Itueta (MG)";"-"
"Ituiutaba (MG)";"106400"
"Itumirim (MG)";"2880"
"Iturama (MG)";"9360"
"Itutinga (MG)";"14400"
"Jaboticatubas (MG)";"-"
"Jacinto (MG)";"-"
"Jacuí (MG)";"5400"
"Jacutinga (MG)";"-"
"Jaguaraçu (MG)";"-"
"Jaíba (MG)";"-"
"Jampruca (MG)";"-"
"Janaúba (MG)";"-"
"Januária (MG)";"1085"
"Japaraíba (MG)";"780"
"Japonvar (MG)";"-"
"Jeceaba (MG)";"-"
"Jenipapo de Minas (MG)";"-"
"Jequeri (MG)";"-"
"Jequitaí (MG)";"2050"
"Jequitibá (MG)";"-"
"Jequitinhonha (MG)";"-"
"Jesuânia (MG)";"78"
"Joaíma (MG)";"-"
"Joanésia (MG)";"-"
"João Monlevade (MG)";"-"
"João Pinheiro (MG)";"22230"
"Joaquim Felício (MG)";"-"
"Jordânia (MG)";"-"
"José Gonçalves de Minas (MG)";"-"
"José Raydan (MG)";"-"
"Josenópolis (MG)";"-"
"Nova União (MG)";"-"
"Juatuba (MG)";"-"
"Juiz de Fora (MG)";"-"
"Juramento (MG)";"-"
"Juruaia (MG)";"-"
"Juvenília (MG)";"-"
"Ladainha (MG)";"-"
"Lagamar (MG)";"13984"
"Lagoa da Prata (MG)";"1728"
"Lagoa dos Patos (MG)";"-"
"Lagoa Dourada (MG)";"9750"
"Lagoa Formosa (MG)";"38000"
"Lagoa Grande (MG)";"5400"
"Lagoa Santa (MG)";"-"
"Lajinha (MG)";"-"
"Lambari (MG)";"-"
"Lamim (MG)";"-"
"Laranjal (MG)";"-"
"Lassance (MG)";"1860"
"Lavras (MG)";"6480"
"Leandro Ferreira (MG)";"99"
"Leme do Prado (MG)";"-"
"Leopoldina (MG)";"-"
"Liberdade (MG)";"-"
"Lima Duarte (MG)";"-"
"Limeira do Oeste (MG)";"-"
"Lontra (MG)";"-"
"Luisburgo (MG)";"-"
"Luislândia (MG)";"-"
"Luminárias (MG)";"11301"
"Luz (MG)";"16200"
"Machacalis (MG)";"-"
"Machado (MG)";"15600"
"Madre de Deus de Minas (MG)";"46080"
"Malacacheta (MG)";"-"
"Mamonas (MG)";"-"
"Manga (MG)";"-"
"Manhuaçu (MG)";"-"
"Manhumirim (MG)";"-"
"Mantena (MG)";"-"
"Maravilhas (MG)";"-"
"Mar de Espanha (MG)";"-"
"Maria da Fé (MG)";"-"
"Mariana (MG)";"-"
"Marilac (MG)";"-"
"Mário Campos (MG)";"-"
"Maripá de Minas (MG)";"-"
"Marliéria (MG)";"-"
"Marmelópolis (MG)";"-"
"Martinho Campos (MG)";"9000"
"Martins Soares (MG)";"-"
"Mata Verde (MG)";"-"
"Materlândia (MG)";"-"
"Mateus Leme (MG)";"-"
"Matias Barbosa (MG)";"-"
"Matias Cardoso (MG)";"648"
"Matipó (MG)";"-"
"Mato Verde (MG)";"-"
"Matozinhos (MG)";"1800"
"Matutina (MG)";"-"
"Medeiros (MG)";"21960"
"Medina (MG)";"-"
"Mendes Pimentel (MG)";"-"
"Mercês (MG)";"-"
"Mesquita (MG)";"-"
"Minas Novas (MG)";"-"
"Minduri (MG)";"11700"
"Mirabela (MG)";"-"
"Miradouro (MG)";"-"
"Miraí (MG)";"-"
"Miravânia (MG)";"-"
"Moeda (MG)";"-"
"Moema (MG)";"-"
"Monjolos (MG)";"-"
"Monsenhor Paulo (MG)";"4680"
"Montalvânia (MG)";"-"
"Monte Alegre de Minas (MG)";"146400"
"Monte Azul (MG)";"-"
"Monte Belo (MG)";"468"
"Monte Carmelo (MG)";"50400"
"Monte Formoso (MG)";"-"
"Monte Santo de Minas (MG)";"1800"
"Montes Claros (MG)";"-"
"Monte Sião (MG)";"990"
"Montezuma (MG)";"-"
"Morada Nova de Minas (MG)";"21600"
"Morro da Garça (MG)";"1447"
"Morro do Pilar (MG)";"-"
"Munhoz (MG)";"-"
"Muriaé (MG)";"-"
"Mutum (MG)";"-"
"Muzambinho (MG)";"-"
"Nacip Raydan (MG)";"-"
"Nanuque (MG)";"-"
"Naque (MG)";"-"
"Natalândia (MG)";"810"
"Natércia (MG)";"-"
"Nazareno (MG)";"5753"
"Nepomuceno (MG)";"1500"
"Ninheira (MG)";"-"
"Nova Belém (MG)";"-"
"Nova Era (MG)";"-"
"Nova Lima (MG)";"-"
"Nova Módica (MG)";"-"
"Nova Ponte (MG)";"117600"
"Nova Porteirinha (MG)";"-"
"Nova Resende (MG)";"3510"
"Nova Serrana (MG)";"-"
"Novo Cruzeiro (MG)";"-"
"Novo Oriente de Minas (MG)";"-"
"Novorizonte (MG)";"-"
"Olaria (MG)";"-"
"Olhos-d'Água (MG)";"-"
"Olímpio Noronha (MG)";"-"
"Oliveira (MG)";"1080"
"Oliveira Fortes (MG)";"-"
"Onça de Pitangui (MG)";"198"
"Oratórios (MG)";"-"
"Orizânia (MG)";"-"
"Ouro Branco (MG)";"-"
"Ouro Fino (MG)";"-"
"Ouro Preto (MG)";"-"
"Ouro Verde de Minas (MG)";"-"
"Padre Carvalho (MG)";"-"
"Padre Paraíso (MG)";"-"
"Paineiras (MG)";"90"
"Pains (MG)";"9390"
"Pai Pedro (MG)";"-"
"Paiva (MG)";"-"
"Palma (MG)";"-"
"Palmópolis (MG)";"-"
"Papagaios (MG)";"1296"
"Paracatu (MG)";"439200"
"Pará de Minas (MG)";"-"
"Paraguaçu (MG)";"19176"
"Paraisópolis (MG)";"-"
"Paraopeba (MG)";"-"
"Passabém (MG)";"-"
"Passa Quatro (MG)";"-"
"Passa Tempo (MG)";"-"
"Passa Vinte (MG)";"-"
"Passos (MG)";"65800"
"Patis (MG)";"-"
"Patos de Minas (MG)";"92160"
"Patrocínio (MG)";"136500"
"Patrocínio do Muriaé (MG)";"-"
"Paula Cândido (MG)";"-"
"Paulistas (MG)";"-"
"Pavão (MG)";"-"
"Peçanha (MG)";"-"
"Pedra Azul (MG)";"-"
"Pedra Bonita (MG)";"-"
"Pedra do Anta (MG)";"-"
"Pedra do Indaiá (MG)";"-"
"Pedra Dourada (MG)";"-"
"Pedralva (MG)";"-"
"Pedras de Maria da Cruz (MG)";"-"
"Pedrinópolis (MG)";"43095"
"Pedro Leopoldo (MG)";"-"
"Pedro Teixeira (MG)";"-"
"Pequeri (MG)";"-"
"Pequi (MG)";"-"
"Perdigão (MG)";"-"
"Perdizes (MG)";"180600"
"Perdões (MG)";"1281"
"Periquito (MG)";"-"
"Pescador (MG)";"-"
"Piau (MG)";"-"
"Piedade de Caratinga (MG)";"-"
"Piedade de Ponte Nova (MG)";"-"
"Piedade do Rio Grande (MG)";"4680"
"Piedade dos Gerais (MG)";"-"
"Pimenta (MG)";"19965"
"Pingo-d'Água (MG)";"-"
"Pintópolis (MG)";"-"
"Piracema (MG)";"-"
"Pirajuba (MG)";"45750"
"Piranga (MG)";"-"
"Piranguçu (MG)";"-"
"Piranguinho (MG)";"216"
"Pirapetinga (MG)";"-"
"Pirapora (MG)";"1560"
"Piraúba (MG)";"-"
"Pitangui (MG)";"198"
"Piumhi (MG)";"34020"
"Planura (MG)";"48129"
"Poço Fundo (MG)";"144"
"Poços de Caldas (MG)";"900"
"Pocrane (MG)";"-"
"Pompéu (MG)";"3300"
"Ponte Nova (MG)";"-"
"Ponto Chique (MG)";"-"
"Ponto dos Volantes (MG)";"-"
"Porteirinha (MG)";"-"
"Porto Firme (MG)";"-"
"Poté (MG)";"-"
"Pouso Alegre (MG)";"900"
"Pouso Alto (MG)";"-"
"Prados (MG)";"1116"
"Prata (MG)";"102060"
"Pratápolis (MG)";"13200"
"Pratinha (MG)";"6372"
"Presidente Bernardes (MG)";"-"
"Presidente Juscelino (MG)";"450"
"Presidente Kubitschek (MG)";"-"
"Presidente Olegário (MG)";"61200"
"Alto Jequitibá (MG)";"-"
"Prudente de Morais (MG)";"-"
"Quartel Geral (MG)";"209"
"Queluzito (MG)";"-"
"Raposos (MG)";"-"
"Raul Soares (MG)";"-"
"Recreio (MG)";"-"
"Reduto (MG)";"-"
"Resende Costa (MG)";"1365"
"Resplendor (MG)";"-"
"Ressaquinha (MG)";"372"
"Riachinho (MG)";"16005"
"Riacho dos Machados (MG)";"-"
"Ribeirão das Neves (MG)";"-"
"Ribeirão Vermelho (MG)";"360"
"Rio Acima (MG)";"-"
"Rio Casca (MG)";"-"
"Rio Doce (MG)";"-"
"Rio do Prado (MG)";"-"
"Rio Espera (MG)";"-"
"Rio Manso (MG)";"-"
"Rio Novo (MG)";"-"
"Rio Paranaíba (MG)";"41496"
"Rio Pardo de Minas (MG)";"-"
"Rio Piracicaba (MG)";"-"
"Rio Pomba (MG)";"-"
"Rio Preto (MG)";"-"
"Rio Vermelho (MG)";"-"
"Ritápolis (MG)";"188"
"Rochedo de Minas (MG)";"-"
"Rodeiro (MG)";"-"
"Romaria (MG)";"37800"
"Rosário da Limeira (MG)";"-"
"Rubelita (MG)";"-"
"Rubim (MG)";"-"
"Sabará (MG)";"-"
"Sabinópolis (MG)";"-"
"Sacramento (MG)";"172800"
"Salinas (MG)";"-"
"Salto da Divisa (MG)";"-"
"Santa Bárbara (MG)";"-"
"Santa Bárbara do Leste (MG)";"-"
"Santa Bárbara do Monte Verde (MG)";"-"
"Santa Bárbara do Tugúrio (MG)";"-"
"Santa Cruz de Minas (MG)";"..."
"Santa Cruz de Salinas (MG)";"-"
"Santa Cruz do Escalvado (MG)";"-"
"Santa Efigênia de Minas (MG)";"-"
"Santa Fé de Minas (MG)";"-"
"Santa Helena de Minas (MG)";"-"
"Santa Juliana (MG)";"63360"
"Santa Luzia (MG)";"-"
"Santa Margarida (MG)";"-"
"Santa Maria de Itabira (MG)";"-"
"Santa Maria do Salto (MG)";"-"
"Santa Maria do Suaçuí (MG)";"-"
"Santana da Vargem (MG)";"4460"
"Santana de Cataguases (MG)";"-"
"Santana de Pirapama (MG)";"-"
"Santana do Deserto (MG)";"-"
"Santana do Garambéu (MG)";"-"
"Santana do Jacaré (MG)";"-"
"Santana do Manhuaçu (MG)";"-"
"Santana do Paraíso (MG)";"-"
"Santana do Riacho (MG)";"-"
"Santana dos Montes (MG)";"-"
"Santa Rita de Caldas (MG)";"4202"
"Santa Rita de Jacutinga (MG)";"-"
"Santa Rita de Minas (MG)";"-"
"Santa Rita de Ibitipoca (MG)";"-"
"Santa Rita do Itueto (MG)";"-"
"Santa Rita do Sapucaí (MG)";"533"
"Santa Rosa da Serra (MG)";"-"
"Santa Vitória (MG)";"23478"
"Santo Antônio do Amparo (MG)";"839"
"Santo Antônio do Aventureiro (MG)";"-"
"Santo Antônio do Grama (MG)";"-"
"Santo Antônio do Itambé (MG)";"-"
"Santo Antônio do Jacinto (MG)";"-"
"Santo Antônio do Monte (MG)";"-"
"Santo Antônio do Retiro (MG)";"-"
"Santo Antônio do Rio Abaixo (MG)";"-"
"Santo Hipólito (MG)";"-"
"Santos Dumont (MG)";"-"
"São Bento Abade (MG)";"3900"
"São Brás do Suaçuí (MG)";"-"
"São Domingos das Dores (MG)";"-"
"São Domingos do Prata (MG)";"-"
"São Félix de Minas (MG)";"-"
"São Francisco (MG)";"-"
"São Francisco de Paula (MG)";"324"
"São Francisco de Sales (MG)";"4860"
"São Francisco do Glória (MG)";"-"
"São Geraldo (MG)";"-"
"São Geraldo da Piedade (MG)";"-"
"São Geraldo do Baixio (MG)";"-"
"São Gonçalo do Abaeté (MG)";"4500"
"São Gonçalo do Pará (MG)";"-"
"São Gonçalo do Rio Abaixo (MG)";"-"
"São Gonçalo do Sapucaí (MG)";"11520"
"São Gotardo (MG)";"4500"
"São João Batista do Glória (MG)";"17280"
"São João da Lagoa (MG)";"-"
"São João da Mata (MG)";"-"
"São João da Ponte (MG)";"-"
"São João das Missões (MG)";"-"
"São João del Rei (MG)";"46800"
"São João do Manhuaçu (MG)";"-"
"São João do Manteninha (MG)";"-"
"São João do Oriente (MG)";"-"
"São João do Pacuí (MG)";"-"
"São João do Paraíso (MG)";"-"
"São João Evangelista (MG)";"-"
"São João Nepomuceno (MG)";"-"
"São Joaquim de Bicas (MG)";"-"
"São José da Barra (MG)";"11340"
"São José da Lapa (MG)";"-"
"São José da Safira (MG)";"-"
"São José da Varginha (MG)";"-"
"São José do Alegre (MG)";"780"
"São José do Divino (MG)";"-"
"São José do Goiabal (MG)";"-"
"São José do Jacuri (MG)";"-"
"São José do Mantimento (MG)";"-"
"São Lourenço (MG)";"-"
"São Miguel do Anta (MG)";"-"
"São Pedro da União (MG)";"6788"
"São Pedro dos Ferros (MG)";"-"
"São Pedro do Suaçuí (MG)";"-"
"São Romão (MG)";"9900"
"São Roque de Minas (MG)";"10440"
"São Sebastião da Bela Vista (MG)";"1383"
"São Sebastião da Vargem Alegre (MG)";"-"
"São Sebastião do Anta (MG)";"-"
"São Sebastião do Maranhão (MG)";"-"
"São Sebastião do Oeste (MG)";"-"
"São Sebastião do Paraíso (MG)";"2280"
"São Sebastião do Rio Preto (MG)";"-"
"São Sebastião do Rio Verde (MG)";"-"
"São Tiago (MG)";"-"
"São Tomás de Aquino (MG)";"1599"
"São Tomé das Letras (MG)";"190"
"São Vicente de Minas (MG)";"7938"
"Sapucaí-Mirim (MG)";"-"
"Sardoá (MG)";"-"
"Sarzedo (MG)";"-"
"Setubinha (MG)";"-"
"Sem-Peixe (MG)";"-"
"Senador Amaral (MG)";"-"
"Senador Cortes (MG)";"-"
"Senador Firmino (MG)";"-"
"Senador José Bento (MG)";"-"
"Senador Modestino Gonçalves (MG)";"-"
"Senhora de Oliveira (MG)";"-"
"Senhora do Porto (MG)";"-"
"Senhora dos Remédios (MG)";"-"
"Sericita (MG)";"-"
"Seritinga (MG)";"-"
"Serra Azul de Minas (MG)";"-"
"Serra da Saudade (MG)";"-"
"Serra dos Aimorés (MG)";"-"
"Serra do Salitre (MG)";"53070"
"Serrania (MG)";"2268"
"Serranópolis de Minas (MG)";"-"
"Serranos (MG)";"680"
"Serro (MG)";"-"
"Sete Lagoas (MG)";"48"
"Silveirânia (MG)";"-"
"Silvianópolis (MG)";"3510"
"Simão Pereira (MG)";"-"
"Simonésia (MG)";"-"
"Sobrália (MG)";"-"
"Soledade de Minas (MG)";"240"
"Tabuleiro (MG)";"-"
"Taiobeiras (MG)";"-"
"Taparuba (MG)";"-"
"Tapira (MG)";"13020"
"Tapiraí (MG)";"1860"
"Taquaraçu de Minas (MG)";"-"
"Tarumirim (MG)";"-"
"Teixeiras (MG)";"-"
"Teófilo Otoni (MG)";"-"
"Timóteo (MG)";"-"
"Tiradentes (MG)";"-"
"Tiros (MG)";"3630"
"Tocantins (MG)";"-"
"Tocos do Moji (MG)";"-"
"Toledo (MG)";"234"
"Tombos (MG)";"-"
"Três Corações (MG)";"46200"
"Três Marias (MG)";"5148"
"Três Pontas (MG)";"9900"
"Tumiritinga (MG)";"-"
"Tupaciguara (MG)";"168000"
"Turmalina (MG)";"-"
"Turvolândia (MG)";"2928"
"Ubá (MG)";"-"
"Ubaí (MG)";"-"
"Ubaporanga (MG)";"-"
"Uberaba (MG)";"326040"
"Uberlândia (MG)";"240720"
"Umburatiba (MG)";"-"
"Unaí (MG)";"710400"
"União de Minas (MG)";"1800"
"Uruana de Minas (MG)";"11880"
"Urucânia (MG)";"-"
"Urucuia (MG)";"5220"
"Vargem Alegre (MG)";"-"
"Vargem Bonita (MG)";"2052"
"Vargem Grande do Rio Pardo (MG)";"-"
"Varginha (MG)";"446"
"Varjão de Minas (MG)";"13560"
"Várzea da Palma (MG)";"5207"
"Varzelândia (MG)";"-"
"Vazante (MG)";"48600"
"Verdelândia (MG)";"315"
"Veredinha (MG)";"-"
"Veríssimo (MG)";"8640"
"Vermelho Novo (MG)";"-"
"Vespasiano (MG)";"-"
"Viçosa (MG)";"-"
"Vieiras (MG)";"-"
"Mathias Lobato (MG)";"-"
"Virgem da Lapa (MG)";"-"
"Virgínia (MG)";"-"
"Virginópolis (MG)";"-"
"Virgolândia (MG)";"-"
"Visconde do Rio Branco (MG)";"-"
"Volta Grande (MG)";"-"
"Wenceslau Braz (MG)";"-"
"Afonso Cláudio (ES)";"-"
"Águia Branca (ES)";"-"
"Água Doce do Norte (ES)";"-"
"Alegre (ES)";"-"
"Alfredo Chaves (ES)";"-"
"Alto Rio Novo (ES)";"-"
"Anchieta (ES)";"-"
"Apiacá (ES)";"-"
"Aracruz (ES)";"-"
"Atílio Vivácqua (ES)";"-"
"Baixo Guandu (ES)";"-"
"Barra de São Francisco (ES)";"-"
"Boa Esperança (ES)";"-"
"Bom Jesus do Norte (ES)";"-"
"Brejetuba (ES)";"-"
"Cachoeiro de Itapemirim (ES)";"-"
"Cariacica (ES)";"-"
"Castelo (ES)";"-"
"Colatina (ES)";"-"
"Conceição da Barra (ES)";"-"
"Conceição do Castelo (ES)";"-"
"Divino de São Lourenço (ES)";"-"
"Domingos Martins (ES)";"-"
"Dores do Rio Preto (ES)";"-"
"Ecoporanga (ES)";"-"
"Fundão (ES)";"-"
"Governador Lindenberg (ES)";"-"
"Guaçuí (ES)";"-"
"Guarapari (ES)";"-"
"Ibatiba (ES)";"-"
"Ibiraçu (ES)";"-"
"Ibitirama (ES)";"-"
"Iconha (ES)";"-"
"Irupi (ES)";"-"
"Itaguaçu (ES)";"-"
"Itapemirim (ES)";"-"
"Itarana (ES)";"-"
"Iúna (ES)";"-"
"Jaguaré (ES)";"-"
"Jerônimo Monteiro (ES)";"-"
"João Neiva (ES)";"-"
"Laranja da Terra (ES)";"-"
"Linhares (ES)";"-"
"Mantenópolis (ES)";"-"
"Marataízes (ES)";"-"
"Marechal Floriano (ES)";"-"
"Marilândia (ES)";"-"
"Mimoso do Sul (ES)";"-"
"Montanha (ES)";"-"
"Mucurici (ES)";"-"
"Muniz Freire (ES)";"-"
"Muqui (ES)";"-"
"Nova Venécia (ES)";"-"
"Pancas (ES)";"-"
"Pedro Canário (ES)";"-"
"Pinheiros (ES)";"200"
"Piúma (ES)";"-"
"Ponto Belo (ES)";"-"
"Presidente Kennedy (ES)";"-"
"Rio Bananal (ES)";"-"
"Rio Novo do Sul (ES)";"-"
"Santa Leopoldina (ES)";"-"
"Santa Maria de Jetibá (ES)";"-"
"Santa Teresa (ES)";"-"
"São Domingos do Norte (ES)";"-"
"São Gabriel da Palha (ES)";"-"
"São José do Calçado (ES)";"-"
"São Mateus (ES)";"-"
"São Roque do Canaã (ES)";"-"
"Serra (ES)";"-"
"Sooretama (ES)";"-"
"Vargem Alta (ES)";"-"
"Venda Nova do Imigrante (ES)";"-"
"Viana (ES)";"-"
"Vila Pavão (ES)";"-"
"Vila Valério (ES)";"-"
"Vila Velha (ES)";"-"
"Vitória (ES)";"..."
"Angra dos Reis (RJ)";"-"
"Aperibé (RJ)";"-"
"Araruama (RJ)";"-"
"Areal (RJ)";"-"
"Armação dos Búzios (RJ)";"-"
"Barra do Piraí (RJ)";"-"
"Barra Mansa (RJ)";"-"
"Belford Roxo (RJ)";"..."
"Bom Jardim (RJ)";"-"
"Bom Jesus do Itabapoana (RJ)";"-"
"Cabo Frio (RJ)";"-"
"Cachoeiras de Macacu (RJ)";"-"
"Cambuci (RJ)";"-"
"Carapebus (RJ)";"-"
"Comendador Levy Gasparian (RJ)";"-"
"Campos dos Goytacazes (RJ)";"180"
"Cantagalo (RJ)";"-"
"Cardoso Moreira (RJ)";"-"
"Carmo (RJ)";"-"
"Casimiro de Abreu (RJ)";"-"
"Conceição de Macabu (RJ)";"-"
"Cordeiro (RJ)";"-"
"Duas Barras (RJ)";"-"
"Duque de Caxias (RJ)";"-"
"Engenheiro Paulo de Frontin (RJ)";"-"
"Guapimirim (RJ)";"-"
"Iguaba Grande (RJ)";"-"
"Itaboraí (RJ)";"-"
"Itaguaí (RJ)";"-"
"Italva (RJ)";"-"
"Itaocara (RJ)";"-"
"Itaperuna (RJ)";"-"
"Itatiaia (RJ)";"..."
"Japeri (RJ)";"-"
"Laje do Muriaé (RJ)";"-"
"Macaé (RJ)";"773"
"Macuco (RJ)";"-"
"Magé (RJ)";"-"
"Mangaratiba (RJ)";"-"
